Number;Property;Title;Value;Format;State;Id;
790;7710878000-VOmsk;Организации, осуществляющие образовательную деятельность на территории города Москвы, обучающимся в которых предоставляется право на бесплатное оформление социальной карты студента/ординатора/аспиранта/ассистента-стажера;https://data.mos.ru/apiproxy/opendata/7710878000-obrazovatelnye-organizatsii-vysshego-obrazovaniya-osushchestvlyayushchie-deyatelnost-na-territorii-goroda-moskvy-i-predostavlyayushchie-pravo-na-besplatnoe-oformlenie-sotsialnoy-karty/meta.csv;csv;Активный;3326;
791;7703742961-ResidualDemolitionVolume;Остаточный объем сноса пятиэтажных домов «сносимых» серий;https://data.mos.ru/apiproxy/opendata/7703742961-ostatochniy-obem-snosa-pyatietajnyh-domov-snosimyh-seriy/meta.csv;csv;Активный;3265;
792;7704776297-SchedulePublicSecurityCenters;График приема граждан: Общественные пункты охраны порядка в городе Москве;https://data.mos.ru/apiproxy/opendata/7704776297-grafik-priema-grajdan-obshchestvennye-punkty-ohrany-poryadka-v-gorode-moskve/meta.csv;csv;Активный;3321;
793;7710878000-PlansSchedules;Планы-графики закупок заказчиков города Москвы;https://data.mos.ru/apiproxy/opendata/7710878000-plany-grafiki-zakupok-zakazchikov-goroda-moskvy/meta.csv;csv;Активный;60219;
794;7702155262-MeropriyatiyaorganizovannyepripodderzhkeDepartamentakulturygorodaMoskvy;(Архив) Праздничные мероприятия в День города 2019;https://data.mos.ru/apiproxy/opendata/7702155262-prazdnichnye-meropriyatiya-v-den-goroda-2019/meta.csv;csv;Архивный;61661;
795;7701236617-hotwaterschedule;График отключения горячей воды;https://data.mos.ru/apiproxy/opendata/7701236617-grafik-otklyucheniya-goryachey-vody/meta.csv;csv;Активный;1401;
796;7704776811-NTOporealizatsiipechatnoyproduktsii;Нестационарные торговые объекты по реализации печатной продукции;https://data.mos.ru/apiproxy/opendata/7704776811-nestatsionarnye-torgovye-obekty-po-realizatsii-pechatnoy-produktsii/meta.csv;csv;Активный;2781;
797;7708308010-SPtraininghalls;Залы тренажерные;https://data.mos.ru/apiproxy/opendata/7708308010-zaly-trenajernye/meta.csv;csv;Активный;60624;
798;7708308010-SPtennishalls;Залы теннисные;https://data.mos.ru/apiproxy/opendata/7708308010-zaly-tennisnye/meta.csv;csv;Активный;60623;
799;7704786030-TransportnyepredpriyatiyaobsluzhivayuschieavtobusnyetrolleybusnyeitramvaynyemarshrutygorodaMoskvy;Транспортные предприятия, обслуживающие маршруты наземного городского пассажирского транспорта города Москвы;https://data.mos.ru/apiproxy/opendata/7704786030-transportnye-predpriyatiya-obslujivayushchie-avtobusnye-trolleybusnye-i-tramvaynye-marshruty-goroda-moskvy/meta.csv;csv;Активный;60641;
800;7702155262-RecreationWithChildren;Места для досуга и отдыха с детьми;https://data.mos.ru/apiproxy/opendata/7702155262-mesta-dlya-dosuga-i-otdyha-s-detmi/meta.csv;csv;Активный;2249;
801;7703465612-MoscowWalkingTours;Перечень пешеходных туристических маршрутов Москвы;https://data.mos.ru/apiproxy/opendata/7703465612-perechen-peshehodnyh-turisticheskih-marshrutov-moskvy/meta.csv;csv;Активный;2252;
802;7702155262-BotanicheskayakollektsiyaparkaZaryade;Ботаническая коллекция парка «Зарядье»;https://data.mos.ru/apiproxy/opendata/7702155262-botanicheskaya-kollektsiya-parka-zaryade/meta.csv;csv;Активный;60861;
803;7710878000-RegisterOfContractsOnTheProvisionOfSubsidies;Реестр договоров (соглашений) о предоставлении субсидий (грантов) и получателей субсидий (грантов);https://data.mos.ru/apiproxy/opendata/7710878000-reestr-dogovorov-soglasheniy-o-predostavlenii-subsidiy-grantov-i-poluchateley-subsidiy-grantov/meta.csv;csv;Активный;60581;
804;7705031674-AddressReestr;Адресный реестр объектов недвижимости города Москвы;https://data.mos.ru/apiproxy/opendata/7705031674-adresniy-reestr-zdaniy-i-soorujeniy-v-gorode-moskve/meta.csv;csv;Активный;60562;
805;7710152113-Zakonbyudzhetna2018godiplan20192020god1;Закон о бюджете города Москвы на 2018 год и плановый период 2019 и 2020 годов. Источники финансирования дефицита бюджета;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2018-god-i-planoviy-period-2019-i-2020-godov-istochniki-finansirovaniya-defitsita-byudjeta/meta.csv;csv;Активный;60756;
806;7702155262-GeraldicheskiyreestrgorodaMoskvy;Геральдический реестр города Москвы;https://data.mos.ru/apiproxy/opendata/7702155262-geraldicheskiy-reestr-goroda-moskvy/meta.csv;csv;Активный;60863;
807;7710168515-Theobjectsofrealpropertyfortwothousandandseventeen;Объекты недвижимого имущества на 2017 год, включенные в Перечень торговых, офисных объектов, объектов общественного питания и (или) бытового обслуживания, в отношении которых налоговая база определяется как их кадастровая стоимость;https://data.mos.ru/apiproxy/opendata/7710168515-obekty-nedvijimogo-imushchestva-na-2017-god/meta.csv;csv;Активный;61064;
808;7710152113-Zakonbyudzhetna2016godi20172018god;Закон о бюджете города Москвы на 2016 год и плановый период 2017 и 2018 годов. Распределение бюджетных ассигнований по государственным программам города Москвы и подпрограммам государственных программ города Москвы;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2016-god-i-planoviy-period-2017-i-2018-godov-raspredelenie-byudjetnyh-assignovaniy-po-gosudarstvennym-programmam-goroda-moskvy/meta.csv;csv;Активный;60751;
809;7710878000-WiFivkulturnyhtsentrah;Wi-Fi в культурных центрах;https://data.mos.ru/apiproxy/opendata/7710878000-wi-fi-v-kulturnyh-tsentrah/meta.csv;csv;Активный;60790;
810;7710878000-WiFivbibliotekah;Wi-Fi в библиотеках;https://data.mos.ru/apiproxy/opendata/7710878000-wi-fi-v-bibliotekah/meta.csv;csv;Активный;60788;
811;7704111479-Svedeniyaorastorzheniibrakasinostrannygrazhdan;Сведения о расторжении брака с участием иностранных граждан;https://data.mos.ru/apiproxy/opendata/7704111479-svedeniya-o-rastorjenii-braka-s-uchastiem-inostrannyh-grajdan/meta.csv;csv;Активный;61942;
812;7709083955-OtchetoraboteAdministrativnoykomissii;Отчет о работе Административной комиссии при Правительстве Москвы по делам об административных правонарушениях за прошлый год;https://data.mos.ru/apiproxy/opendata/7709083955-otchet-o-rabote-administrativnoy-komissii-pri-pravitelstve-moskvy-po-delam-ob-administrativnyh-pravonarusheniyah-za-proshliy-god/meta.csv;csv;Активный;61101;
813;7728073222-PerechendokumentovvklyuchennyhvGosudarstvennyyreestrunikalnyhdokumentovArhivnogofondagorodaMoskvy;Перечень документов, включенных в Государственный реестр уникальных документов Архивного фонда города Москвы;https://data.mos.ru/apiproxy/opendata/7728073222-perechen-dokumentov-vklyuchennyh-v-gosudarstvenniy-reestr-unikalnyh-dokumentov-arhivnogo-fonda-goroda-moskvy/meta.csv;csv;Активный;61145;
814;7702155262-KniginominantyipobediteliliteraturnyhpremiypogodamnahodyaschiesyavkazhdoygosudarstvennoypublichnoybibliotekegorodaMoskvy;Книги-номинанты и победители литературных премий (по годам), находящиеся в каждой государственной публичной библиотеке города Москвы;https://data.mos.ru/apiproxy/opendata/7702155262-knigi-nominanty-i-pobediteli-literaturnyh-premiy-po-godam-nahodyashchiesya-v-kajdoy-gosudarstvennoy-publichnoy-biblioteke-goroda-moskvy/meta.csv;csv;Активный;60865;
815;7702155262-Perechenskulpturpodotkrytymnebom;Перечень скульптур под открытым небом, расположенных на территории учреждений, подведомственных Департаменту культуры города Москвы;https://data.mos.ru/apiproxy/opendata/7702155262-perechen-skulptur-pod-otkrytym-nebom-raspolojennyh-na-territorii-uchrejdeniy-podvedomstvennyh-departamentu-kultury-goroda-moskvy/meta.csv;csv;Активный;60869;
816;7710723399-Meropriyatiyaposozdaniyuiblagoustroystvuparkoviozelenennyhterritoriy;Мероприятия по созданию и благоустройству парков и озелененных территорий;https://data.mos.ru/apiproxy/opendata/7710723399-meropriyatiya-po-sozdaniyu-i-blagoustroystvu-parkov-i-ozelenennyh-territoriy/meta.csv;csv;Активный;61041;
817;7704253508-PlanrabotyKomitetaobschestvennyhsvyazeygorodaMoskvynapolugodie;План работы Комитета общественных связей города Москвы на полугодие;https://data.mos.ru/apiproxy/opendata/7704253508-plan-raboty-komiteta-obshchestvennyh-svyazey-goroda-moskvy-na-polugodie/meta.csv;csv;Активный;61343;
818;7704786030-PunktypopolneniyakartTroykaisotsialnyhkartuchaschihsyaraspolozhennyevneterritoriigorodaMoskvy;Пункты пополнения карт «Тройка» и социальных карт учащихся, расположенные вне территории города Москвы;https://data.mos.ru/apiproxy/opendata/7704786030-punkty-popolneniya-kart-troyka-i-sotsialnyh-kart-uchashchihsya-raspolojennye-vne-territorii-goroda-moskvy/meta.csv;csv;Активный;60802;
819;7728073222-TematikizaprosovsukazaniemperechnyasvedeniyneobhodimyhdlyapolucheniyagosudarstvennoyuslugigorodaMoskvy;Тематики запросов с указанием перечня сведений, необходимых для получения государственной услуги города Москвы «Исполнение социально-правовых запросов граждан, связанных с подготовкой и представлением архивной справки, архивной выписки, архивной копии и информационного письма по архивным документам, хранящимся в подведомственных Главному архивному управлению города Москвы архивных учреждениях»;https://data.mos.ru/apiproxy/opendata/7728073222-tematiki-zaprosov-s-ukazaniem-perechnya-svedeniy/meta.csv;csv;Активный;61149;
820;7710878000-WiFivkinoteatrah;Wi-Fi в кинотеатрах;https://data.mos.ru/apiproxy/opendata/7710878000-wi-fi-v-kinoteatrah/meta.csv;csv;Активный;60789;
821;7708308010-SPsportshalls;Залы спортивные;https://data.mos.ru/apiproxy/opendata/7708308010-zaly-sportivnye/meta.csv;csv;Активный;60622;
822;7704221753-NTOnaOOPT;Нестационарные торговые объекты, расположенные на особо охраняемых природных территориях;https://data.mos.ru/apiproxy/opendata/7704221753-nestatsionarnye-torgovye-obekty-raspolojennye-na-osobo-ohranyaemyh-prirodnyh-territoriyah/meta.csv;csv;Активный;61355;
823;7708308010-skislopes;(Архив) Горнолыжные склоны;https://data.mos.ru/apiproxy/opendata/7708308010-gornolyjnye-sklony/meta.csv;csv;Архивный;1244;
824;7710878000-Perechenneprigodnyhpomescheniy;Перечень непригодных для проживания жилых помещений, расположенных на территории города Москвы;https://data.mos.ru/apiproxy/opendata/7710878000-perechen-neprigodnyh-dlya-projivaniya-jilyh-pomeshcheniy-raspolojennyh-na-territorii-goroda-moskvy-obedinenniy/meta.csv;csv;Активный;61241;
825;7704782036-PerechenproblemnyhobektovvklyuchennyhvReestrpostradavshihgrazhdangorodaMoskvyvsootvetstviispolozheniyamiprikazaMinstroyaRossii;(Архив) Перечень проблемных объектов, включенных в Реестр пострадавших граждан города Москвы в соответствии с положениями приказа Минстроя России от 12.08.2016г. № 560/пр;https://data.mos.ru/apiproxy/opendata/7704782036-perechen-problemnyh-obektov-vklyuchennyh-v-reestr-postradavshih-grajdan-goroda-moskvy-v-sootvetstvii-s-polojeniyami-prikaza-minstroya-rossii-ot-12082016g-560pr/meta.csv;csv;Архивный;61151;
826;7707089084-GrafikZakrytiyaRodom2019;(Архив) График закрытия родильных домов на профилактическую санитарно-гигиеническую обработку в 2019 году;https://data.mos.ru/apiproxy/opendata/7707089084-grafik-zakrytiya-rodilnyh-domov-na-profilakticheskuyu-sanitarno-gigienicheskuyu-obrabotku-v-2019-godu/meta.csv;csv;Архивный;61263;
827;7710152113-Zakonbyudzhetna2018godipland20192020god;Закон о бюджете города Москвы на 2018 год и плановый период 2019 и 2020 годов. Ведомственная структура расходов;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2018-god-i-planoviy-period-2019-i-2020-godov-vedomstvennaya-struktura-rashodov/meta.csv;csv;Активный;60755;
828;7710145589-Pravilazemlepolzovaniyaizastroyki;Правила землепользования и застройки;https://data.mos.ru/apiproxy/opendata/7710145589-pravila-zemlepolzovaniya-i-zastroyki/meta.csv;csv;Активный;61641;
829;7710881420-NestatsionarnyetorgovyeobektyNashgorod2;Нестационарные торговые объекты, расположенные на землях префектур;https://data.mos.ru/apiproxy/opendata/7710881420-nestatsionarnye-torgovye-obekty-raspolojennye-na-zemlyah-prefektur2/meta.csv;csv;Активный;61354;
830;7704253508-ResursnyetsentrynekommercheskihorganizatsiyKomitetaobschestvennyhsvyazeygorodaMoskvy;Ресурсные центры некоммерческих организаций Комитета общественных связей города Москвы;https://data.mos.ru/apiproxy/opendata/7704253508-resursnye-tsentry-nekommercheskih-organizatsiy-komiteta-obshchestvennyh-svyazey-goroda-moskvy/meta.csv;csv;Активный;61348;
831;7710152113-Zakonbyudzhetena2016godi20172018god;Закон о бюджете города Москвы на 2016 год и плановый период 2017 и 2018 годов. Ведомственная структура расходов;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2016-god-i-planoviy-period-2017-i-2018-godov-vedomstvennaya-struktura-rashodov/meta.csv;csv;Активный;60750;
832;7707089084-PathologicalOffices;Патологоанатомические отделения (морги);https://data.mos.ru/apiproxy/opendata/7707089084-patologoanatomicheskie-otdeleniya-morgi/meta.csv;csv;Активный;2349;
833;7725570674-ReceptionPointsOfDomesticAnimalsCorpses;Пункты приема трупов домашних животных;https://data.mos.ru/apiproxy/opendata/7725570674-punkty-priema-trupov-domashnih-jivotnyh/meta.csv;csv;Активный;60781;
834;7710881420-MestaprovedeniyafestivalyaNikolinDen;(Архив) Места проведения фестиваля «Николин день»;https://data.mos.ru/apiproxy/opendata/7710881420-mesta-provedeniya-festivalya-nikolin-den/meta.csv;csv;Архивный;61561;
835;7707089084-morgues;Танатологические отделения (морги);https://data.mos.ru/apiproxy/opendata/7707089084-obektydzmcopymsr/meta.csv;csv;Активный;1957;
836;7704253064-LaborandEmployment;Специализированные центры труда и занятости населения;https://data.mos.ru/apiproxy/opendata/7704253064-spetsializirovannye-tsentry-truda-i-zanyatosti-naseleniya/meta.csv;csv;Активный;609;
837;9710068955-SpravochnikpersonaliyDepartamentpredprinimatelstvaiinnovatsionnogorazvitiyagorodaMoskvy;Справочник персоналий: Департамент предпринимательства и инновационного развития города Москвы;https://data.mos.ru/apiproxy/opendata/9710068955-spravochnik-personaliy-departament-predprinimatelstva-i-innovatsionnogo-razvitiya-goroda-moskvy/meta.csv;csv;Активный;61463;
838;7710881420-MestaprovedeniyafestivalyaDenNarodnogoEdinstva;(Архив) Места проведения фестиваля «День народного единства»;https://data.mos.ru/apiproxy/opendata/7710881420-mesta-provedeniya-festivalya-den-narodnogo-edinstva/meta.csv;csv;Архивный;61721;
839;7705031674-authorizedcapitalBusinessEntities;Перечень хозяйственных обществ с долей города Москвы в уставном капитале;https://data.mos.ru/apiproxy/opendata/7705031674-perechen-hozyaystvennyh-obshchestv-s-doley-goroda-moskvy-v-ustavnom-kapitale/meta.csv;csv;Активный;2328;
840;7702155262-WinterActivitiesOfParksDK;(Архив) Зимние активности парков, подведомственных Департаменту культуры города Москвы;https://data.mos.ru/apiproxy/opendata/7702155262-zimnie-aktivnosti-parkov-podvedomstvennyh-departamentu-kultury-goroda-moskvy/meta.csv;csv;Архивный;61801;
841;7710168515-GosvedomstvaMoskvyMnogofunktsionalsentr;Государственные ведомства и предоставляемые ими услуги, расположенные на территории Государственного бюджетного учреждения города Москвы «Многофункциональный миграционный центр»;https://data.mos.ru/apiproxy/opendata/7710168515-gosudarstvennye-vedomstva-i-predostavlyaemye-imi-uslugi-raspolojennye-na-territorii-gosudarstvennogo-byudjetnogo-uchrejdeniya-goroda-moskvy-mnogofunktsionalniy-migratsionniy-tsentr/meta.csv;csv;Активный;60841;
842;7719028495-WinnersOfMoscowGovernmentPrizeYoungScientists;Перечень проектов лауреатов премий Правительства Москвы молодым ученым;https://data.mos.ru/apiproxy/opendata/7719028495-perechen-proektov-laureatov-premiy-pravitelstva-moskvy-molodym-uchenym/meta.csv;csv;Активный;61642;
843;7703465612-TuristskiysobytiynyykalendarMoskvyna20172018;(Архив) Туристский событийный календарь города Москвы на 2017-2018 годы;https://data.mos.ru/apiproxy/opendata/7703465612-turistskiy-sobytiyniy-kalendar-goroda-moskvy-na-2017-2018-gody/meta.csv;csv;Архивный;61225;
844;7705021556-RazresheniyaOKN;Разрешения на проведение работ по сохранению объектов культурного наследия;https://data.mos.ru/apiproxy/opendata/7705021556-razresheniya-na-provedenie-rabot-po-sohraneniyu-obektov-kulturnogo-naslediya/meta.csv;csv;Активный;61821;
845;7710152113-Zakonobyudzhet2017godplanperiod20182019;Закон о бюджете города Москвы на 2017 год и плановый период 2018 и 2019 годов. Источники финансирования дефицита бюджета;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2017-god-i-planoviy-period-2018-i-2019-godov-istochniki-finansirovaniya-defitsita-byudjeta/meta.csv;csv;Активный;60752;
846;7704221753-PunktyPriemaElei2020;(Архив) Пункты приёма на утилизацию деревьев по программе «Ёлочный круговорот 2020»;https://data.mos.ru/apiproxy/opendata/7704221753-punkty-priema-na-utilizatsiyu-derevev-po-programme-elochniy-krugovorot-2020/meta.csv;csv;Архивный;61841;
847;7710881420-MestaprovedeniyafestivalyaVremenaIEpohiPobedyRossii;(Архив) Места проведения фестиваля «Времена и Эпохи. Победы России»;https://data.mos.ru/apiproxy/opendata/7710881420-mesta-provedeniya-festivalya-vremena-i-epohi-pobedy-rossii/meta.csv;csv;Архивный;63041;
848;7710152113-StrukturagosdolgagorodaMoskvyza2015;(Архив) Структура государственного долга города Москвы за 2015 год;https://data.mos.ru/apiproxy/opendata/7710152113-struktura-gosudarstvennogo-dolga-goroda-moskvy-za-2015-god/meta.csv;csv;Архивный;60759;
849;7710152113-StrukturagosdolgagorodaMoskvyza2017;(Архив) Структура государственного долга города Москвы за 2017 год;https://data.mos.ru/apiproxy/opendata/7710152113-struktura-gosudarstvennogo-dolga-goroda-moskvy-za-2017-god/meta.csv;csv;Архивный;60761;
850;7710152113-Zakonbyudzhet2018godiplan20192020god11;Закон о бюджете города Москвы на 2018 год и плановый период 2019 и 2020 годов. Распределение бюджетных ассигнований по государственным программам города Москвы и подпрограммам государственных программ города Москвы;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2018-god-i-planoviy-period-2019-i-2020-godov-raspredelenie-byudjetnyh-assignovaniy-po-gosudarstvennym-programmam-goroda-moskvy/meta.csv;csv;Активный;60757;
851;7704786030-PunktypopolneniyakartTroykaisotsialnyhkartuchaschihsya;Пункты пополнения карт «Тройка» и социальных карт учащихся;https://data.mos.ru/apiproxy/opendata/7704786030-punkty-popolneniya-kart-troyka-i-sotsialnyh-kart-uchashchihsya/meta.csv;csv;Активный;60801;
852;7702155262-Laureatykonkursovvsfereiskusstv;Лауреаты конкурсов в сфере искусств из числа учащихся образовательных учреждений, подведомственных Департаменту культуры города Москвы;https://data.mos.ru/apiproxy/opendata/7702155262-laureaty-konkursov-v-sfere-iskusstv-iz-chisla-uchashchihsya-obrazovatelnyh-uchrejdeniy-podvedomstvennyh-departamentu-kultury-goroda-moskvy/meta.csv;csv;Активный;60867;
853;7710152113-Zakonobyudzhetena2015Istochnikifinansi;Закон о бюджете города Москвы на 2015 год и плановый период 2016 и 2017 годов. Источники финансирования дефицита бюджета;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2015-god-i-planoviy-period-2016-i-2017-godov-istochniki-finansirovaniya-defitsita-byudjeta/meta.csv;csv;Активный;60747;
854;7710168515-Thelistofrealpropertyfortwothousandfifteen;Объекты недвижимого имущества на 2015 год, включенные в Перечень торговых, офисных объектов, объектов общественного питания и (или) бытового обслуживания, в отношении которых налоговая база определяется как их кадастровая стоимость;https://data.mos.ru/apiproxy/opendata/7710168515-obekty-nedvijimogo-imushchestva-na-2015-god/meta.csv;csv;Активный;61062;
855;7709083955-SvedeniyaobAdministrativnyhkomissiyahpodelamobadministrativnyhpravonarusheniyahdeystvuyuschihvgorodeMoskve;Сведения об Административных комиссиях по делам об административных правонарушениях, действующих в городе Москве;https://data.mos.ru/apiproxy/opendata/7709083955-svedeniya-ob-administrativnyh-komissiyah-po-delam-ob-administrativnyh-pravonarusheniyah-deystvuyushchih-v-gorode-moskve/meta.csv;csv;Активный;61105;
856;7710152113-Zakonobyudzhetena2016godi20172018god;Закон о бюджете города Москвы на 2016 год и плановый период 2017 и 2018 годов. Источники финансирования дефицита бюджета;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2016-god-i-planoviy-period-2017-i-2018-godov-istochniki-finansirovaniya-defitsita-byudjeta/meta.csv;csv;Активный;60748;
857;7708308010-listofsportingevents;Перечень спортивных мероприятий;https://data.mos.ru/apiproxy/opendata/7708308010-perechen-sportivnyh-meropriyatiy/meta.csv;csv;Активный;61121;
858;7728073222-PlanprovedeniyavystavokGlavarhivomMoskvyipodvedomstvennymiemugosudarstvennymiarhivamigorodaMoskvy;План проведения выставок Главархивом Москвы и подведомственными ему государственными архивами города Москвы;https://data.mos.ru/apiproxy/opendata/7728073222-plan-provedeniya-vystavok-glavarhivom-moskvy-i-podvedomstvennymi-emu-gosudarstvennymi-arhivami-goroda-moskvy/meta.csv;csv;Активный;61147;
859;7704253064-InfoOnRelevanceOfProfessionSpecialties;Сведения о востребованности профессий и специальностей на рынке труда города Москвы (по данным банка вакансий службы занятости);https://data.mos.ru/apiproxy/opendata/7704253064-svedeniya-o-vostrebovannosti-professiy-i-spetsialnostey-na-rynke-truda-goroda-moskvy-po-dannym-banka-vakansiy-slujby-zanyatosti/meta.csv;csv;Активный;61389;
860;7710878000-AuthoritiesOfMoscowDistricts;Управы районов города Москвы;https://data.mos.ru/apiproxy/opendata/7710878000-upravy-rayonov-goroda-moskvy/meta.csv;csv;Активный;61745;
861;7708308010-roofedswimingpools;Бассейны плавательные крытые;https://data.mos.ru/apiproxy/opendata/7708308010-basseyny-plavatelnye-krytye/meta.csv;csv;Активный;890;
862;7728073222-GrafikrabotyiadresaobsluzhivaniyaChitalnogozalaTsentralnogogosudarstvennogoarhivagorodaMoskvy;График работы и адреса обслуживания Читального зала Центрального государственного архива города Москвы;https://data.mos.ru/apiproxy/opendata/7728073222-grafik-raboty-i-adresa-obslujivaniya-chitalnogo-zala-tsentralnogo-gosudarstvennogo-arhiva-goroda-moskvy/meta.csv;csv;Активный;61141;
863;7704253064-MinimumWageInMoscow;Размер минимальной заработной платы в городе Москве;https://data.mos.ru/apiproxy/opendata/7704253064-razmer-minimalnoy-zarabotnoy-platy-v-gorode-moskve/meta.csv;csv;Активный;61385;
864;7710878000-PublicPlacesCamerasRegister;Реестр камер видеонаблюдения в местах массового скопления людей;https://data.mos.ru/apiproxy/opendata/7710878000-reestr-kamer-videonablyudeniya-v-mestah-massovogo-skopleniya-lyudey/meta.csv;csv;Активный;2386;
865;7728073222-PerechengosudarstvennyhuslugokazyvaemyhGlavarhivomMoskvyipodvedomstvennymiemuuchrezhdeniyami;Перечень государственных услуг, оказываемых Главархивом Москвы и подведомственными ему учреждениями;https://data.mos.ru/apiproxy/opendata/7728073222-perechen-gosudarstvennyh-uslug-okazyvaemyh-glavarhivom-moskvy-i-podvedomstvennymi-emu-uchrejdeniyami/meta.csv;csv;Активный;61143;
866;7709083955-Blagoustroystvomestotdyhaskupaniem;Результаты контроля за состоянием благоустройства мест отдыха с купанием;https://data.mos.ru/apiproxy/opendata/7709083955-rezultaty-kontrolya-za-sostoyaniem-blagoustroystva-mest-otdyha-s-kupaniem/meta.csv;csv;Активный;61161;
867;7701236617-Prognozpogody;Прогноз погоды;https://data.mos.ru/apiproxy/opendata/7701236617-prognoz-pogody/meta.csv;csv;Активный;60667;
868;7703465612-Turistskiysobytiynyykalendar2019;(Архив) Туристский событийный календарь города Москвы на 2019 год;https://data.mos.ru/apiproxy/opendata/7703465612-turistskiy-sobytiyniy-kalendar-goroda-moskvy-na-2019-god/meta.csv;csv;Архивный;61401;
869;7725570674-CentersForFreVaccinationOfAnimalsAgainstRabies;Центры бесплатной вакцинации животных против бешенства;https://data.mos.ru/apiproxy/opendata/7725570674-tsentry-besplatnoy-vaktsinatsii-jivotnyh-protiv-beshenstva/meta.csv;csv;Активный;60782;
870;7710168515-Theobjectsofrealpropertyfortwothousandsixteen;Объекты недвижимого имущества на 2016 год, включенные в Перечень торговых, офисных объектов, объектов общественного питания и (или) бытового обслуживания, в отношении которых налоговая база определяется как их кадастровая стоимость;https://data.mos.ru/apiproxy/opendata/7710168515-obekty-nedvijimogo-imushchestva-na-2016-god/meta.csv;csv;Активный;61063;
871;7704253508-PobeditelikonkursaGrantovMehraMoskvydlyaNKO;Победители конкурса «Грантов Мэра Москвы для НКО»;https://data.mos.ru/apiproxy/opendata/7704253508-pobediteli-konkursa-grantov-mera-moskvy-dlya-nko/meta.csv;csv;Активный;61342;
872;7710152113-Zakonbyudzhetna2015godi20162017god;Закон о бюджете города Москвы на 2015 год и плановый период 2016 и 2017 годов. Распределение бюджетных ассигнований по государственным программам города Москвы и подпрограммам государственных программ города Москвы;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2015-god-i-planoviy-period-2016-i-2017-godov-raspredelenie-byudjetnyh-assignovaniy-po-gosudarstvennym-programmam-goroda-moskvy/meta.csv;csv;Активный;60749;
873;9710068955-Detskietehnoparki;Детские технопарки;https://data.mos.ru/apiproxy/opendata/9710068955-detskie-tehnoparki/meta.csv;csv;Активный;60762;
874;7707089084-TerritorialProgram2018;Территориальная программа государственных гарантий бесплатного оказания гражданам медицинской помощи в городе Москве на 2018 год и на плановый период 2019 и 2020 годов;https://data.mos.ru/apiproxy/opendata/7707089084-territorialnaya-programma-gosudarstvennyh-garantiy-besplatnogo-okazaniya-grajdanam-meditsinskoy-pomoshchi-2018/meta.csv;csv;Активный;60763;
875;7703465612-Obektyturisticheskogopokazaiobektygostinichnogohozyaystva;Объекты туристического показа и объекты гостиничного хозяйства города Москвы, приспособленные для лиц с ограниченными возможностями здоровья и людей пожилого возраста;https://data.mos.ru/apiproxy/opendata/7703465612-obekty-turisticheskogo-pokaza-i-obekty-gostinichnogo-hozyaystva-goroda-moskvy-prisposoblennye-dlya-lits-s-ogranichennymi-vozmojnostyami-zdorovya-i-lyudey-pojilogo-vozrasta/meta.csv;csv;Активный;61221;
876;7710878000-SpravochnikpersonaliyDepartamentinformatsionnyhtehnologiygorodaMoskvy;Справочник персоналий: Департамент информационных технологий города Москвы;https://data.mos.ru/apiproxy/opendata/7710878000-spravochnik-personaliy-departament-informatsionnyh-tehnologiy-goroda-moskvy/meta.csv;csv;Активный;61281;
877;7707089084-childclinics;Больницы детские и специализированные;https://data.mos.ru/apiproxy/opendata/7707089084-bolnitsy-detskie/meta.csv;csv;Активный;502;
878;9710068955-GrafikpriemagrazhdanDepartamentpredprinimatelstvaiinnovatsionnogorazvitiyagorodaMoskvy;График приема граждан: Департамент предпринимательства и инновационного развития города Москвы;https://data.mos.ru/apiproxy/opendata/9710068955-grafik-priema-grajdan-departament-predprinimatelstva-i-innovatsionnogo-razvitiya-goroda-moskvy/meta.csv;csv;Активный;61461;
879;7710152113-Zakonbyudzhet2017godplanperiod201820191;Закон о бюджете города Москвы на 2017 год и плановый период 2018 и 2019 годов. Ведомственная структура расходов;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2017-god-i-planoviy-period-2018-i-2019-godov-vedomstvennaya-struktura-rashodov/meta.csv;csv;Активный;60754;
880;7701236617-Zaplanirovannyedorozhnyeremontnyerabotyna2019god;(Архив) Запланированные дорожные ремонтные работы на 2019 год;https://data.mos.ru/apiproxy/opendata/7701236617-zaplanirovannye-dorojnye-remontnye-raboty-na-2019-god/meta.csv;csv;Архивный;61581;
